Datetime,Mock_HSH_Buy_Open,Mock_HSH_Buy_High,Mock_HSH_Buy_Low,Mock_HSH_Buy_Close,Mock_HSH_Sell_Open,Mock_HSH_Sell_High,Mock_HSH_Sell_Low,Mock_HSH_Sell_Close,Buy,Sell,pred_premium_buy,pred_premium_sell
2026-02-03 07:06:00,72030.0,72030.0,71880.0,71890.0,72180.0,72180.0,72030.0,72040.0,71990,72140,52.945465756180056,63.01888405221507
2026-02-03 07:07:00,72010.0,72030.0,71940.0,72030.0,72160.0,72180.0,72090.0,72180.0,71920,72070,59.63939385312551,69.71985515438882
2026-02-03 07:08:00,71920.0,72000.0,71900.0,71920.0,72070.0,72150.0,72050.0,72070.0,72010,72160,52.55315454084757,62.6307334226758
2026-02-03 07:09:00,72010.0,72110.0,71950.0,72000.0,72160.0,72260.0,72100.0,72150.0,71990,72140,58.794605711815166,68.87346546541539
2026-02-03 07:10:00,71990.0,72010.0,71870.0,71910.0,72140.0,72160.0,72020.0,72060.0,71900,72050,58.45421800395343,68.52987618843235
2026-02-03 07:11:00,71900.0,72000.0,71870.0,71970.0,72050.0,72150.0,72020.0,72120.0,71950,72100,57.7591063536147,67.83572479524264
2026-02-03 07:12:00,71950.0,71970.0,71850.0,71860.0,72100.0,72120.0,72000.0,72010.0,71920,72070,56.14509684312816,66.2223555578812
2026-02-03 07:13:00,71930.0,71990.0,71860.0,71980.0,72080.0,72140.0,72010.0,72130.0,71910,72060,60.44614541326064,70.52308398128025
2026-02-03 07:14:00,71900.0,72090.0,71870.0,72070.0,72050.0,72240.0,72020.0,72220.0,72090,72240,55.83053363889849,65.9061918233765
2026-02-03 07:15:00,72090.0,72260.0,72080.0,72250.0,72240.0,72410.0,72230.0,72400.0,72160,72310,57.39970138730132,67.48016268856463
2026-02-03 07:16:00,72160.0,72200.0,72060.0,72120.0,72310.0,72350.0,72210.0,72270.0,72170,72320,51.07753611890985,61.156716141329525
2026-02-03 07:17:00,72170.0,72270.0,72140.0,72250.0,72320.0,72420.0,72290.0,72400.0,72200,72350,54.1594814537375,64.23866147615809
2026-02-03 07:18:00,72190.0,72250.0,72150.0,72200.0,72340.0,72400.0,72300.0,72350.0,72270,72420,50.80365896816602,60.8834795892908
2026-02-03 07:19:00,72280.0,72410.0,72240.0,72390.0,72430.0,72560.0,72390.0,72540.0,72180,72330,55.23812587710199,65.32018923508622
2026-02-03 07:20:00,72200.0,72230.0,72070.0,72140.0,72350.0,72380.0,72220.0,72290.0,72100,72250,42.91472155246224,52.99832706918484
2026-02-03 07:21:00,72100.0,72200.0,72080.0,72110.0,72250.0,72350.0,72230.0,72260.0,72190,72340,40.27377855408213,50.35359917520691
2026-02-03 07:22:00,72200.0,72240.0,72130.0,72150.0,72350.0,72390.0,72280.0,72300.0,72110,72260,45.34680251488135,55.42854542078567
2026-02-03 07:23:00,72110.0,72200.0,72080.0,72190.0,72260.0,72350.0,72230.0,72340.0,72120,72270,42.843924961918674,52.9259883199029
2026-02-03 07:24:00,72110.0,72310.0,72100.0,72210.0,72260.0,72460.0,72250.0,72360.0,72300,72450,37.88775463689944,47.96757525802423
2026-02-03 07:25:00,72300.0,72440.0,72290.0,72390.0,72450.0,72590.0,72440.0,72540.0,72290,72440,43.76234720906996,53.84280851033327
2026-02-03 07:26:00,72290.0,72370.0,72260.0,72340.0,72440.0,72520.0,72410.0,72490.0,72260,72410,36.91796445215096,46.99970735805528
2026-02-03 07:27:00,72260.0,72330.0,72210.0,72220.0,72410.0,72480.0,72360.0,72370.0,72280,72430,31.30161587097064,41.38335877687496
2026-02-03 07:28:00,72280.0,72350.0,72200.0,72260.0,72430.0,72500.0,72350.0,72410.0,72210,72360,35.25391959533954,45.33406054635361
2026-02-03 07:29:00,72210.0,72250.0,72180.0,72210.0,72360.0,72400.0,72330.0,72360.0,72250,72400,32.12891777126515,42.2074572763986
2026-02-03 07:30:00,72250.0,72330.0,72140.0,72310.0,72400.0,72480.0,72290.0,72460.0,72300,72450,34.52652830596708,44.60506781110144
2026-02-03 07:31:00,72290.0,72400.0,72220.0,72320.0,72440.0,72550.0,72370.0,72470.0,72280,72430,33.850401235442405,43.92926098904263
2026-02-03 07:32:00,72280.0,72330.0,72190.0,72290.0,72430.0,72480.0,72340.0,72440.0,72270,72420,31.135066015584016,41.21232473033706
2026-02-03 07:33:00,72280.0,72290.0,72170.0,72220.0,72430.0,72440.0,72320.0,72370.0,72250,72400,29.72033357331929,39.79887307845274
2026-02-03 07:34:00,72260.0,72350.0,72200.0,72290.0,72410.0,72500.0,72350.0,72440.0,72280,72430,31.87652830596744,41.9550678111018
2026-02-03 07:35:00,72280.0,72350.0,72140.0,72160.0,72430.0,72500.0,72290.0,72310.0,72190,72340,31.30956329943274,41.38938392055752
2026-02-03 07:36:00,72190.0,72330.0,72160.0,72300.0,72340.0,72480.0,72310.0,72450.0,72280,72430,33.2700089214768,43.35047022274102
2026-02-03 07:37:00,72280.0,72330.0,72270.0,72330.0,72430.0,72480.0,72420.0,72480.0,72350,72500,31.77026343430134,41.85232679228648
2026-02-03 07:38:00,72300.0,72370.0,72200.0,72300.0,72450.0,72520.0,72350.0,72450.0,72320,72470,33.285226334694016,43.36728969267824
2026-02-03 07:39:00,72300.0,72330.0,72200.0,72230.0,72450.0,72480.0,72350.0,72380.0,72210,72360,34.69332411489813,44.77570794533585
2026-02-03 07:40:00,72220.0,72250.0,72090.0,72190.0,72370.0,72400.0,72240.0,72340.0,72160,72310,33.09677581692722,43.18044174093484
2026-02-03 07:41:00,72160.0,72270.0,72130.0,72260.0,72310.0,72420.0,72280.0,72410.0,72290,72440,30.76391666122436,40.84437796248858
2026-02-03 07:42:00,72290.0,72340.0,72140.0,72160.0,72440.0,72490.0,72290.0,72310.0,72190,72340,32.94353772982777,43.024960204022136
2026-02-03 07:43:00,72190.0,72240.0,72170.0,72220.0,72340.0,72390.0,72320.0,72370.0,72200,72350,34.95511250391428,45.03365200904773
2026-02-03 07:44:00,72200.0,72290.0,72190.0,72250.0,72350.0,72440.0,72340.0,72400.0,72260,72410,33.40701513758995,43.4855546427234
2026-02-03 07:45:00,72260.0,72280.0,72120.0,72230.0,72410.0,72430.0,72270.0,72380.0,72210,72360,34.03270530114878,44.11156505474901
2026-02-03 07:46:00,72210.0,72290.0,72160.0,72250.0,72360.0,72440.0,72310.0,72400.0,72250,72400,32.58891777126519,42.66745727639864
2026-02-03 07:47:00,72250.0,72310.0,72220.0,72270.0,72400.0,72460.0,72370.0,72420.0,72280,72430,32.33949967724311,42.42124258314743
2026-02-03 07:48:00,72280.0,72320.0,71930.0,72010.0,72430.0,72470.0,72080.0,72160.0,72030,72180,32.70802231320613,42.79136768325316
2026-02-03 07:49:00,72020.0,72070.0,71900.0,71990.0,72170.0,72220.0,72050.0,72140.0,71950,72100,34.21337905418841,44.29095793601755
2026-02-03 07:50:00,71950.0,72020.0,71860.0,71910.0,72100.0,72170.0,72010.0,72060.0,71950,72100,31.23584654257047,41.314065819587086
2026-02-03 07:51:00,71950.0,72060.0,71910.0,71990.0,72100.0,72210.0,72060.0,72140.0,72000,72150,33.944434964081665,44.02073329965606
2026-02-03 07:52:00,71990.0,72120.0,71960.0,72100.0,72140.0,72270.0,72110.0,72250.0,72080,72230,34.71765648677956,44.79779743779363
2026-02-03 07:53:00,72080.0,72090.0,71920.0,71950.0,72230.0,72240.0,72070.0,72100.0,72000,72150,33.67751229032092,43.75957564830605
2026-02-03 07:54:00,72000.0,72090.0,71950.0,71970.0,72150.0,72240.0,72100.0,72120.0,71960,72110,36.98899016874839,47.07009223160003
2026-02-03 07:55:00,71960.0,71980.0,71790.0,71860.0,72110.0,72130.0,71940.0,72010.0,71880,72030,36.05330159287314,46.13376289413645
2026-02-03 07:56:00,71880.0,71920.0,71730.0,71810.0,72030.0,72070.0,71880.0,71960.0,71860,72010,37.44705556553254,47.52751686679585
2026-02-03 07:57:00,71850.0,71940.0,71780.0,71800.0,72000.0,72090.0,71930.0,71950.0,71850,72000,40.28313578284975,50.36395982033059
2026-02-03 07:58:00,71840.0,71900.0,71820.0,71850.0,71990.0,72050.0,71970.0,72000.0,71820,71970,42.384217499846685,52.46539172753925
2026-02-03 07:59:00,71820.0,71860.0,71630.0,71750.0,71970.0,72010.0,71780.0,71900.0,71760,71910,40.10826449397155,50.189046165847685
2026-02-03 08:00:00,71760.0,71990.0,71720.0,71810.0,71910.0,72140.0,71870.0,71960.0,71850,72000,40.79373706689694,50.87131594872608
2026-02-03 08:01:00,71860.0,71870.0,71590.0,71820.0,72010.0,72020.0,71740.0,71970.0,71790,71940,43.30042295894509,53.37896246407854
2026-02-03 08:02:00,71790.0,72230.0,71760.0,72200.0,71940.0,72380.0,71910.0,72350.0,72060,72210,41.24279865430981,51.31973722232942
2026-02-03 08:03:00,72060.0,72080.0,71900.0,72040.0,72210.0,72230.0,72050.0,72190.0,72100,72250,31.877515168972423,41.95829684084765
2026-02-03 08:04:00,72100.0,72230.0,71970.0,72140.0,72250.0,72380.0,72120.0,72290.0,72110,72260,36.031732140718304,46.11219344198253
2026-02-03 08:05:00,72110.0,72160.0,71880.0,71930.0,72260.0,72310.0,72030.0,72080.0,71990,72140,33.967775726264335,44.048557398139565
2026-02-03 08:06:00,71990.0,72130.0,71870.0,71970.0,72140.0,72280.0,72020.0,72120.0,71910,72060,38.03631413905987,48.11037230159491
2026-02-03 08:07:00,71910.0,72030.0,71830.0,71980.0,72060.0,72180.0,71980.0,72130.0,71910,72060,34.13687373308312,44.21125185935216
2026-02-03 08:08:00,71910.0,72030.0,71870.0,71980.0,72060.0,72180.0,72020.0,72130.0,72010,72160,29.73703712654424,39.806617929895765
2026-02-03 08:09:00,72010.0,72110.0,71920.0,72060.0,72160.0,72260.0,72070.0,72210.0,72110,72260,31.657525523305598,41.72870492656239
2026-02-03 08:10:00,72100.0,72180.0,72040.0,72110.0,72250.0,72330.0,72190.0,72260.0,72110,72260,35.20248652202736,45.27878485760175
2026-02-03 08:11:00,72100.0,72270.0,72050.0,72200.0,72250.0,72420.0,72200.0,72350.0,72130,72280,35.27384554754826,45.35270530114849
2026-02-03 08:12:00,72140.0,72200.0,72050.0,72180.0,72290.0,72350.0,72200.0,72330.0,72150,72300,30.677137489698907,40.76144458277304
2026-02-03 08:13:00,72150.0,72250.0,72080.0,72240.0,72300.0,72400.0,72230.0,72390.0,72150,72300,28.77330944732512,38.85697537133183
2026-02-03 08:14:00,72150.0,72200.0,72070.0,72170.0,72300.0,72350.0,72220.0,72320.0,72170,72320,22.951711768774658,33.03601886184879
2026-02-03 08:15:00,72170.0,72450.0,72110.0,72330.0,72320.0,72600.0,72260.0,72480.0,72300,72450,22.643379375171207,32.72896905102334
2026-02-03 08:16:00,72300.0,72330.0,72110.0,72220.0,72450.0,72480.0,72260.0,72370.0,72170,72320,20.42284582993216,30.514532232068632
2026-02-03 08:17:00,72170.0,72200.0,71990.0,72020.0,72320.0,72350.0,72140.0,72170.0,72130,72280,17.134442720102015,27.22452400606562
2026-02-03 08:18:00,72130.0,72240.0,72050.0,72200.0,72280.0,72390.0,72200.0,72350.0,72090,72240,24.39683302901267,34.487877323403154
2026-02-03 08:19:00,72090.0,72200.0,72010.0,72170.0,72240.0,72350.0,72160.0,72320.0,72200,72350,17.20179666696913,27.294767529780074
2026-02-03 08:20:00,72190.0,72240.0,72120.0,72180.0,72340.0,72390.0,72270.0,72330.0,72280,72430,19.284318194876505,29.380823011070788
2026-02-03 08:21:00,72280.0,72430.0,72250.0,72410.0,72430.0,72580.0,72400.0,72560.0,72290,72440,25.80426291200729,35.90044635745289
2026-02-03 08:22:00,72290.0,72390.0,72270.0,72340.0,72440.0,72540.0,72420.0,72490.0,72360,72510,17.65387187658507,27.747163905655725
2026-02-03 08:23:00,72370.0,72390.0,72250.0,72360.0,72520.0,72540.0,72400.0,72510.0,72310,72460,19.124639074918377,29.216004412967777
2026-02-03 08:24:00,72310.0,72390.0,72190.0,72230.0,72460.0,72540.0,72340.0,72380.0,72250,72400,15.556586828938634,25.646989097287587
2026-02-03 08:25:00,72240.0,72370.0,72210.0,72290.0,72390.0,72520.0,72360.0,72440.0,72290,72440,16.87895036255395,26.970636764690425
2026-02-03 08:26:00,72290.0,72320.0,72200.0,72210.0,72440.0,72470.0,72350.0,72360.0,72230,72380,17.16309329748492,27.25767019601335
2026-02-03 08:27:00,72220.0,72380.0,72220.0,72300.0,72370.0,72530.0,72370.0,72450.0,72240,72390,18.48655506495743,28.579847094027173
2026-02-03 08:28:00,72240.0,72370.0,72170.0,72350.0,72390.0,72520.0,72320.0,72500.0,72350,72500,14.284124714666175,24.37773793043561
2026-02-03 08:29:00,72350.0,72380.0,72300.0,72340.0,72500.0,72530.0,72450.0,72490.0,72330,72480,14.071188688213624,24.164480717283368
2026-02-03 08:30:00,72330.0,72370.0,72240.0,72310.0,72480.0,72520.0,72390.0,72460.0,72300,72450,13.285416417671511,23.378708446741257
2026-02-03 08:31:00,72300.0,72350.0,72240.0,72310.0,72450.0,72500.0,72390.0,72460.0,72240,72390,12.606758011856982,22.70005004092764
2026-02-03 08:32:00,72230.0,72320.0,72030.0,72220.0,72380.0,72470.0,72180.0,72370.0,72140,72290,8.150805572968238,18.242813059623582
2026-02-03 08:33:00,72130.0,72150.0,71980.0,72050.0,72280.0,72300.0,72130.0,72200.0,72160,72310,2.809040149109933,12.89783770971917
2026-02-03 08:34:00,72160.0,72290.0,72070.0,72240.0,72310.0,72440.0,72220.0,72390.0,72260,72410,10.056812799328329,20.144326961190018
2026-02-03 08:35:00,72260.0,72300.0,72190.0,72260.0,72410.0,72450.0,72340.0,72410.0,72280,72430,11.319939810102367,21.413553025871806
2026-02-03 08:36:00,72280.0,72300.0,72120.0,72170.0,72430.0,72450.0,72270.0,72320.0,72160,72310,12.561476960243454,22.65412667723376
2026-02-03 08:37:00,72170.0,72260.0,72130.0,72210.0,72320.0,72410.0,72280.0,72360.0,72180,72330,12.048587794207378,22.13770625553116
2026-02-03 08:38:00,72180.0,72190.0,72000.0,72020.0,72330.0,72340.0,72150.0,72170.0,72030,72180,10.338573187390466,20.4228802804646
2026-02-03 08:39:00,72030.0,72160.0,72020.0,72120.0,72180.0,72310.0,72170.0,72270.0,72140,72290,10.86852647118758,20.95155130765397
2026-02-03 08:40:00,72140.0,72210.0,72060.0,72120.0,72290.0,72360.0,72210.0,72270.0,72110,72260,11.96859920175484,22.05130352501874
2026-02-03 08:41:00,72110.0,72150.0,72030.0,72140.0,72260.0,72300.0,72180.0,72290.0,72130,72280,11.378442639545938,21.46242913789501
2026-02-03 08:42:00,72130.0,72240.0,72060.0,72200.0,72280.0,72390.0,72210.0,72350.0,72220,72370,10.757137489698836,20.841444582772965
2026-02-03 08:43:00,72210.0,72240.0,72110.0,72210.0,72360.0,72390.0,72260.0,72360.0,72200,72350,12.005242600454949,22.090832276307992
2026-02-03 08:44:00,72190.0,72270.0,72190.0,72220.0,72340.0,72420.0,72340.0,72370.0,72270,72420,11.422405482914655,21.5095988461062
2026-02-03 08:45:00,72270.0,72310.0,72170.0,72200.0,72420.0,72460.0,72320.0,72350.0,72160,72310,14.793474277065798,24.88163009748314
2026-02-03 08:46:00,72160.0,72330.0,72090.0,72250.0,72310.0,72480.0,72240.0,72400.0,72210,72360,11.78977147232854,21.873757970677616
2026-02-03 08:47:00,72210.0,72260.0,72150.0,72190.0,72360.0,72410.0,72300.0,72340.0,72210,72360,9.182673900235386,19.27115058054278
2026-02-03 08:48:00,72210.0,72220.0,72010.0,72010.0,72360.0,72370.0,72160.0,72160.0,72010,72160,10.66714567739382,20.755943238003965
2026-02-03 08:49:00,71990.0,72050.0,71870.0,71920.0,72140.0,72200.0,72020.0,72070.0,71970,72120,10.451371659824872,20.539848340132263
2026-02-03 08:50:00,71970.0,72020.0,71880.0,71970.0,72120.0,72170.0,72030.0,72120.0,71970,72120,14.0014662471649,24.088338832090813
2026-02-03 08:51:00,71970.0,72050.0,71950.0,71980.0,72120.0,72200.0,72100.0,72130.0,72020,72170,14.020543257085592,24.10485035015972
2026-02-03 08:52:00,72020.0,72080.0,72000.0,72050.0,72170.0,72230.0,72150.0,72200.0,72070,72220,16.797789699317946,26.88337937517099
2026-02-03 08:53:00,72070.0,72140.0,71950.0,72090.0,72220.0,72290.0,72100.0,72240.0,72110,72260,18.177830847072983,28.26406193666753
2026-02-03 08:54:00,72120.0,72190.0,72020.0,72090.0,72270.0,72340.0,72170.0,72240.0,72100,72250,19.74702278002951,29.83549946033781
2026-02-03 08:55:00,72100.0,72250.0,72080.0,72210.0,72250.0,72400.0,72230.0,72360.0,72180,72330,20.32924487359287,30.41579670065312
2026-02-03 08:56:00,72180.0,72210.0,72110.0,72200.0,72330.0,72360.0,72260.0,72350.0,72210,72360,18.064978564172637,28.153455244480934
2026-02-03 08:57:00,72210.0,72360.0,72210.0,72340.0,72360.0,72510.0,72360.0,72490.0,72350,72500,18.98513106302562,29.075212348989226
2026-02-03 08:58:00,72350.0,72350.0,72260.0,72270.0,72500.0,72500.0,72410.0,72420.0,72310,72460,19.50736076716385,29.597763035513708
2026-02-03 08:59:00,72310.0,72370.0,72250.0,72310.0,72460.0,72520.0,72400.0,72460.0,72240,72390,22.41185192033481,32.50193320629842
2026-02-03 09:00:00,72240.0,72270.0,72140.0,72220.0,72390.0,72420.0,72290.0,72370.0,72270,72420,17.4040065894269,27.493445971879737
2026-02-03 09:01:00,72270.0,72280.0,72130.0,72160.0,72420.0,72430.0,72280.0,72310.0,72160,72310,20.720670277594763,30.80722210465501
2026-02-03 09:02:00,72160.0,72190.0,72090.0,72150.0,72310.0,72340.0,72240.0,72300.0,72100,72250,20.9367400611136,31.022009060686287
2026-02-03 09:03:00,72100.0,72170.0,71950.0,72010.0,72250.0,72320.0,72100.0,72160.0,71990,72140,17.5243850678753,27.60901277606081
2026-02-03 09:04:00,71990.0,72050.0,71750.0,71850.0,72140.0,72200.0,71900.0,72000.0,71980,72130,16.31355459778206,26.39689996782909
2026-02-03 09:05:00,71990.0,72050.0,71880.0,72050.0,72140.0,72200.0,72030.0,72200.0,71970,72120,24.836136718331545,34.91820007631577
2026-02-03 09:06:00,71970.0,72010.0,71940.0,71990.0,72120.0,72160.0,72090.0,72140.0,72000,72150,19.755332346289837,29.835793647554052
2026-02-03 09:07:00,72000.0,72020.0,71740.0,71960.0,72150.0,72170.0,71890.0,72110.0,71970,72120,20.155202500222003,30.235984172098146
2026-02-03 09:08:00,71970.0,72100.0,71890.0,71940.0,72120.0,72250.0,72040.0,72090.0,71970,72120,21.11690977752096,31.195769531121183
2026-02-03 09:09:00,71940.0,71990.0,71830.0,71950.0,72090.0,72140.0,71980.0,72100.0,71940,72090,23.17960911283899,33.257828389855604
2026-02-03 09:10:00,71940.0,71970.0,71710.0,71830.0,72090.0,72120.0,71860.0,71980.0,71850,72000,22.33924008603753,32.41970138730176
2026-02-03 09:11:00,71860.0,71980.0,71820.0,71900.0,72010.0,72130.0,71970.0,72050.0,71940,72090,23.887230739242117,33.96641076166179
2026-02-03 09:12:00,71940.0,71950.0,71800.0,71820.0,72090.0,72100.0,71950.0,71970.0,71890,72040,26.84113782680197,36.9199975804022
2026-02-03 09:13:00,71890.0,71990.0,71780.0,71850.0,72040.0,72140.0,71930.0,72000.0,71800,71950,31.658033493647963,41.73657299878141
2026-02-03 09:14:00,71800.0,71890.0,71710.0,71880.0,71950.0,72040.0,71860.0,72030.0,71850,72000,28.53459455884422,38.61153312686383
2026-02-03 09:15:00,71850.0,71900.0,71700.0,71740.0,72000.0,72050.0,71850.0,71890.0,71880,72030,26.83723073924193,36.91641076166161
2026-02-03 09:16:00,71880.0,71920.0,71770.0,71810.0,72030.0,72070.0,71920.0,71960.0,71760,71910,36.101998107830696,46.176376234098825
